Food,Portion,Unit,Grains,Whole_Grains,Vegetables,Orange_Vegetables,Drkgreen_Vegetables,Starchy_vegetables,Other_Vegetables,Fruits,Milk,Meats,Soy,Drybeans_Peas,Oils,Solid_Fats,Added_Sugars,Alcohol,Calories,Saturated_Fats
Calorie-free sweetener,1,individual packet,0.0295,0,0,0,0,0,0,0,0,0,0,0,0.00016,0,0,0,1.408,0.00008
Chocolate sauce (thin type),1,Tablespoon,0,0,0,0,0,0,0,0,0,0,0,0,0,1.91196,36.08232,0,52.452,0.09776
Syrup (all types),1,Tablespoon,0,0,0,0,0,0,0,0,0,0,0,0,0.00444,0,49.47393,0,53,0.004
Honey,1,Tablespoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.84,0,63.84,0
Butterscotch sauce,1,Tablespoon,0,0,0,0,0,0,0,0,0.00424,0,0,0,0.00415,4.00298,58.96102,0,62.964,0.39856
Fudge sauce (thick type),1,Tablespoon,0,0,0,0,0,0,0,0,0.05229,0,0,0,0.33325,3.2319,41.41405,0,72.66,1.1844
Fruit topping,1,Tablespoon,0,0,0,0,0,0,0,0.03307,0,0,0,0,0.00226,0,51.02956,0,53.848,0.00212
Marshmallow topping,1,Tablespoon,0.13293,0,0,0,0,0,0,0,0,0,0,0,0,0,11.23941,0,19.964,0.00372
Nut topping (wet),1,Tablespoon,0,0,0,0,0,0,0,0,0,0.4746,0,0,0.70044,0,40.93732,0,89.6,0.392
Nutella (chocolate hazelnut spread),1,Tablespoon,0,0,0,0,0,0,0,0,0.02728,0.09564,0,0,0.92683,1.62518,30.43651,0,83.855,0.83545
Chocolate icing,1,Tablespoon,0,0,0,0,0,0,0,0,0.00533,0,0,0,0,16.22149,48.59744,0,67.252,0.39388
White icing,1,Tablespoon,0,0,0,0,0,0,0,0,0.00537,0,0,0,0,18.74282,59.77764,0,80.396,0.40397
Dietetic syrup,1,Tablespoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.28488,0,6,0
Dietetic topping,1,Tablespoon,0,0,0,0,0,0,0,0.02499,0,0,0,0,0.00016,1.84415,1.46562,0,8.236,0.12212
Sweet and sour sauce (Vietnamese Sauce),2,Tablespoons,0.1314,0,0,0,0,0,0,0,0,0,0,0,0,0,20.18259,0,28.2,0.0003
Vanilla or rum dessert sauce,0.25,cup,0.14124,0,0,0,0,0,0,0,0,0,0,0,0,44.78166,43.32894,0,95.04,0.9306
Duck sauce,1,packet,0.0208,0,0,0,0,0,0,0.02413,0,0,0,0,0.00038,11.42536,4.23555,0,22.325,0.42275
Jelly,1,Tablespoon,0,0,0,0,0,0,0,0.02432,0,0,0,0,0,0,27.46698,0,50.54,0.0019
Jam or preserves,1,Tablespoon,0,0,0,0,0,0,0,0.03213,0,0,0,0,0,0,44.46558,0,54.6,0.0021
Dietetic jelly (low cal sweetener),1,Tablespoon,0,0,0,0,0,0,0,0.05659,0,0,0,0,0,0,0,0,24.816,0.00376
All-fruit preserves (no added sugar),1,Tablespoon,0,0,0,0,0,0,0,0.0753,0,0,0,0,0,0,0,0,36.6,0.012
Jam or preserves (low sugar),1,Tablespoon,0,0,0,0,0,0,0,0.0753,0,0,0,0,0,0,21.71765,0,25.702,0.00127
Popsicle,1,single stick,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.36,0,63.36,0
Sugar-free popsicle (diet),1,single stick,0.2684,0,0,0,0,0,0,0.01232,0,0,0,0,0.00782,0,0,0,16.72,0.0176
Slurpee or snow cone,1,medium (16 fl oz),0,0,0,0,0,0,0,0.04634,0,0,0,0,0,0,417.27854,0,423.68,0
Chocolate-covered almonds,1,almond,0,0,0,0,0,0,0,0,0.0036,0.14814,0,0,0.1832,1.03626,1.5716,0,17.01,0.2097
Tootsie roll,1,roll,0,0,0,0,0,0,0,0,0.05215,0,0,0,0.42692,2.30265,97.14935,0,139.3,0.427
Caramel candy,1,piece,0,0,0,0,0,0,0,0,0.0287,0,0,0,0.12314,0.06426,15.05169,0,26.74,0.4606
Twix cookie bars,1,regular package,0.38802,0,0,0,0,0,0,0,0.1073,0,0,0,2.38084,30.1455,101.75849,0,289.42,5.162
Yellow corn (corn on the cob),1,medium ear,0,0,0.61,0,0,0.61,0,0,0,0,0,0,0,0,0,0,107,0.19
Cooked eggplant,0.5,"cup, diced",0,0,0.50016,0,0,0,0.50016,0,0,0,0,0,0,0,0,0,35,0.0384
Cooked mushrooms,0.5,cup,0,0,0.49998,0,0,0,0.49998,0,0,0,0,0,0,0,0,0,21.84,0.0468
Vegetable combo (Asian style),0.5,cup,0,0,0.49975,0,0.15049,0.06414,0.28575,0,0,0,0,0,0,0,0,0,23.495,0.0235
Vegetable-pasta combo with cream sauce,0.5,cup,0.24138,0,0.39204,0.10206,0.10206,0.08505,0.10287,0,0.07371,0,0,0,0,33.76728,0,0,84.24,1.0206
Tofu and vegetables (Monk's food),0.5,cup,0,0,0.68244,0,0,0.3243,0.3572,0,0,0,0.72098,0,0,0,0,0,83.66,0.28764
Chiles rellenos,1,chili,0,0,0.49621,0,0,0,0.49621,0,1.16259,0.58344,0,0,0,252.26487,0,0,364.65,12.4982
Corn pudding (scalloped corn),0.5,cup,0,0,0.40981,0,0,0.40981,0,0,0.11663,0.35096,0,0,0,35.7273,5.66972,0,128.4,1.4552
Corn fritter,1,fritter,0.84735,0,0.1085,0,0,0.1085,0,0,0.02695,0.1085,0,0,0,61.0533,0,0,131.95,1.575
Eggplant Parmesan,1,cup,0.52866,0,1,0,0,0,1,0,0.9504,0.08316,0,0,0,191.45808,0,0,316.8,9.0288
"Stuffed mushrooms (bread, meat & cheese)",1,stuffed cap,0.38976,0,0.29856,0,0,0,0.29856,0.00552,0.07872,0.0288,0.00192,0,0.00128,29.59848,1.45506,0,67.44,0.996
Breaded fried mushrooms,0.5,cup,0.51858,0.14204,0.51188,0,0,0,0.51188,0,0.02881,0.04556,0,0,2.32386,3.70845,8.78838,0,148.07,1.4874
Fried okra,0.5,cup,0.2898,0.07912,0.28566,0,0,0,0.28566,0,0.0161,0.0253,0,0,1.29802,2.07,4.90481,0,86.94,0.828
Onion rings,1,fast food order,0.49536,0.13588,0.35174,0,0,0,0.35174,0,0.02752,0.043,0,0,2.22033,3.54492,8.38706,0,157.38,1.419
Pea salad,0.5,cup,0,0,0.4815,0,0,0.45261,0.02782,0,0,0.26857,0,0,4.27762,6.40395,0.01739,0,250.38,3.3705
Breaded fried summer squash,0.5,cup,0.6413,0.1749,0.5,0,0,0,0.5,0,0.0363,0.0561,0,0,2.8732,4.5837,10.8528,0,184.8,1.848
Breaded fried vegetable sticks,1,stick,0.252,0.04452,0.05292,0.01652,0,0.01568,0.02072,0,0.00042,0,0.00154,0,0,9.17658,0.16156,0,28.7,0.1694
Vegetable tempura,1,piece,0.06272,0,0.03612,0.00413,0,0,0.03199,0,0,0.02142,0,0,0,5.69646,0,0,11.27,0.1407
Vegetable-pasta combo,0.5,cup,0.29318,0,0.39319,0.06987,0.0733,0.1096,0.13974,0,0,0,0,0,0,0,0,0,52.745,0.04795
Pickled beets,0.25,cup,0,0,0.25012,0,0,0,0.25012,0,0,0,0,0,0,0,10.28724,0,26.6175,0.00845
Corn relish,0.25,cup,0,0,0.2499,0,0,0.13414,0.11576,0,0,0,0,0,0.10719,0,1.1417,0,50.8375,0.04839
Kim chee (made from cabbage),0.25,cup,0,0,0.25013,0,0,0,0.25013,0,0,0,0,0,0,0,0,0,7.875,0.01125
Dill pickle,1,spear,0,0,0.2097,0,0,0,0.2097,0,0,0,0,0,0,0,0,0,5.4,0.015
Pickle relish,1,packet (2 teaspoons),0,0,0.0408,0,0,0,0.0408,0,0,0,0,0,0,0,1.31657,0,13,0.006
Sweet pickle (gherkin),5,slices,0,0,0.1875,0,0,0,0.1875,0,0,0,0,0,0,0,3.9741,0,35.1,0.021
Horseradish,1,Tablespoon,0,0,0.06255,0,0,0,0.06255,0,0,0,0,0,0,0,0,0,7.2,0.0135
Mustard,1,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.3,0.008
Green olives,5,small,0,0,0.10904,0,0,0,0.10904,0,0,0,0,0,0,0,0,0,21.025,0.29435
Black olives,5,small,0,0,0.12597,0,0,0,0.12597,0,0,0,0,0,0,0,0,0,17.85,0.2142
Tabasco sauce (hot sauce),1,packet,0,0,0.03794,0,0,0,0.03794,0,0,0,0,0,0,0,0,0,1.86,0.00093
Cream of mushroom soup (made with milk),1,cup,0.51584,0,0.32488,0,0,0,0.32488,0,0.50344,0,0.00496,0,0,103.98888,0,0,190.96,4.0424
French onion soup,1,cup,0.02169,0,0.31812,0,0,0,0.31812,0,0,0,0.01205,0,0,14.40216,0.78344,0,57.84,0.2651
Vegetable soup,1,cup,0.00482,0,0.4338,0.07953,0,0.35186,0,0,0,0,0.00241,0,0,0,0.35255,0,81.94,0.4338
Minestrone soup,1,cup,0.11568,0,0.3856,0.0723,0.00482,0.09881,0.21208,0,0,0,0.01928,0.06266,0.19441,10.88838,0,0,84.35,0.5302
Vegetable rice soup,1,cup,0.51815,0,0.63383,0.08435,0,0.08917,0.46031,0,0,0,0,0,0,0,2.70288,0,106.04,0.2651
Vegetable beef soup (canned),1,cup,0.07076,0.07076,0.39772,0.14396,0,0.17812,0.07564,0,0,0.38064,0.00244,0,0.69052,0.72468,0,0,78,0.854
Vegetable beef soup (homemade),1,cup,0,0,0.5092,0.03068,0,0.2638,0.21472,0,0,1.06763,0,0,0,72.81333,0,0,228.95,4.4344
Vegetable broth,1,cup,0.0288,0,0.012,0,0,0,0.012,0,0,0,0.06,0,0,0.1296,2.14553,0,16.8,0
Wrap sandwich (vegetables only),1,wrap,3.55992,0,1.1193,0.15015,0,0,0.96642,0,0,0,0,0,0.03003,16.25169,0,0,472.29,7.88424
Butter,1,pat (1 teaspoon),0,0,0,0,0,0,0,0,0,0,0,0,0,35.85,0,0,35.85,2.5685
Whipped butter,1,pat (1 teaspoon),0,0,0,0,0,0,0,0,0,0,0,0,0,27.246,0,0,27.246,1.91862
Light butter,1,pat (1 teaspoon),0,0,0,0,0,0,0,0,0,0,0,0,0,2.755,0,0,24.95,1.716
Stick margarine,1,pat (1 teaspoon),0,0,0,0,0,0,0,0,0,0,0,0,0,35.25,0,0,35.25,0.7395
Tub margarine,1,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0.83723,0,0,0,33.55176,0.60777
Tub spread (margarine type),1,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0.6292,0,0,0,25.05789,0.45727
Reduced-calorie spread (margarine type),1,pat (1 teaspoon),0,0,0,0,0,0,0,0,0,0,0,0,0.43111,0,0,0,17.25,0.385
Fat-free spread (margarine type),1,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0.03255,0,0,0,2.11992,0.10262
Bacon grease (or meat drippings),1,Tablespoon,0,0,0,0,0,0,0,0,0,0,0,0,0,106.20288,0,0,107.648,4.55296
Vegetable shortening,1,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0,37.34016,0,0,37.34016,0.84776
Lemon-butter sauce,1,Tablespoon,0,0,0.00738,0,0.00738,0,0,0.00497,0,0,0,0,0,106.784,0,0,106.784,7.50044
Hollandaise sauce,1,Tablespoon,0,0,0,0,0,0,0,0.00612,0,0.08807,0,0,0,62.03459,0,0,67.137,4.19244
Tartar sauce,1,Tablespoon,0.01771,0,0.00734,0,0,0,0.00734,0,0,0.01541,0,0,1.59626,0.54043,1.45116,0,74.304,1.1088
Horseradish sauce,1,Tablespoon,0,0,0.00056,0,0,0,0.00056,0,0,0,0,0,0,25.6788,0,0,29.26,1.7766
Pesto sauce,1,Tablespoon,0,0,0.03957,0,0.03957,0,0,0,0.08818,0.19988,0,0,1.63588,6.27863,0,0,82.44133,1.31806
Fat-free mayonnaise-type dressing,1,Tablespoon,0.0752,0,0,0,0,0,0,0,0,0,0,0,0,3.88368,6.20253,0,13.44,0.096
Raw tomatoes,1,wedge (1/4 of medium tomato),0,0,0.17236,0,0,0,0.17236,0,0,0,0,0,0,0,0,0,5.58,0.0124
Cooked tomatoes,0.5,cup,0,0,0.5004,0,0,0,0.5004,0,0,0,0,0,0,0,0,0,21.6,0.012
Stewed tomatoes,0.5,cup,0,0,0.54188,0,0,0,0.54188,0,0,0,0,0,0,0,6.88032,0,33.15,0.03825
Fried green tomatoes,3,slices,0.783,0,0.38664,0,0,0,0.38664,0,0.06804,0.13716,0,0,0,15.50988,0,0,211.68,3.43656
Dried tomatoes,1,piece,0,0,0.07408,0,0,0,0.07408,0,0,0,0,0,0,0,0,0,5.16,0.0086
Tomato juice,1,cup,0,0,0.99873,0,0,0,0.99873,0,0,0,0,0,0,0,0,0,41.31,0.0243
V-8 juice (tomato-vegetable juice),1,cup,0,0,1.00188,0.0121,0.00242,0,0.98978,0,0,0,0,0,0,0,0,0,43.56,0.0242
Ketchup (catsup),1,Tablespoon,0,0,0.0849,0,0,0,0.0849,0,0,0,0,0,0,0,9.49884,0,14.25,0.012
Salsa,0.25,cup,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,0,0,0,17.36,0.0186
Enchilada sauce,0.25,cup,0,0,0.19688,0,0,0,0.19688,0,0,0,0,0,0,69.18188,0,0,79.375,4.16875
Green tomato-chile sauce,0.25,cup,0,0,0.25,0,0,0,0.25,0,0,0,0,0,0,26.45176,0,0,45.51,0.85485
Tomato sauce,0.5,cup,0,0,0.4998,0,0,0,0.4998,0,0,0,0,0,0,0,0,0,39.2,0.03675
Spaghetti sauce (meatless),0.5,cup,0,0,0.5,0,0,0,0.5,0,0.005,0,0,0,0.02778,19.76625,3.63683,0,71.25,0.3625
"Spaghetti sauce, fat-free (meatless)",0.5,cup,0.155,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,13.83622,0,51.25,0.1625
Barbeque sauce,1,fast-food container,0.0896,0,0.0064,0,0,0,0.0064,0,0,0,0,0,0.00071,0,5.31571,0,24,0.0864
Raw cabbage,0.5,cup chopped,0,0,0.50018,0,0,0,0.50018,0,0,0,0,0,0,0,0,0,13.795,0.01335
Raw cauliflower,0.5,cup,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,12.5,0.015
Raw celery,0.5,cup diced,0,0,0.4998,0,0,0,0.4998,0,0,0,0,0,0,0,0,0,8.4,0.024
Chives,1,Tablespoon,0,0,0.06249,0,0,0,0.06249,0,0,0,0,0,0,0,0,0,0.9,0.0045
Cilantro,0.25,cup,0,0,0.125,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0.92,0.0004
Cucumber,0.5,cup sliced,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,7.14,0.00595
Garlic,1,clove,0,0,0.02205,0,0,0,0.02205,0,0,0,0,0,0,0,0,0,4.47,0.0027
Lettuce,1,"cup, chopped or shredded",0,0,0.49995,0,0,0,0.49995,0,0,0,0,0,0,0,0,0,5.5,0.0055
Mixed salad greens,1,"cup, chopped or shredded",0,0,0.49995,0,0.3322,0,0.1683,0,0,0,0,0,0,0,0,0,8.8,0.0165
Raw mushrooms,0.5,cup pieces or slices,0,0,0.50015,0,0,0,0.50015,0,0,0,0,0,0,0,0,0,7.7,0.0175
Raw onion,1,"slice (1/8"" thick)",0,0,0.0875,0,0,0,0.0875,0,0,0,0,0,0,0,0,0,5.88,0.0042
Parsley,5,springs,0,0,0.00416,0,0.00416,0,0,0,0,0,0,0,0,0,0,0,0.18,0.00065
Raw hot pepper (jalapeno),1,pepper,0,0,0.30015,0,0,0,0.30015,0,0,0,0,0,0,0,0,0,18.9,0.027
Raw sweet pepper (bell pepper),1,slice or ring,0,0,0.0671,0,0,0,0.0671,0,0,0,0,0,0,0,0,0,2,0.006
Radish,1,slice,0,0,0.00862,0,0,0,0.00862,0,0,0,0,0,0,0,0,0,0.16,0.0003
Coleslaw,0.5,cup,0,0,0.5,0.05888,0,0,0.441,0,0,0.02576,0,0,2.5762,0.5796,6.59457,0,134.32,1.794
Tossed salad (lettuce and vegetables),1,cup,0,0,0.56429,0.04307,0,0,0.52122,0,0,0,0,0,0,0,0,0,11.68,0.0146
Artichoke,0.5,cup hearts,0,0,0.4998,0,0,0,0.4998,0,0,0,0,0,0,0,0,0,42,0.0336
Cooked asparagus,5,medium spears,0,0,0.417,0,0,0,0.417,0,0,0,0,0,0,0,0,0,16.5,0.0525
Cooked green lima beans,0.5,cup,0,0,0.4998,0,0,0.4998,0,0,0,0,0,0,0,0,0,0,103.7,0.0595
Cooked green beans,0.5,cup,0,0,0.50018,0,0,0,0.50018,0,0,0,0,0,0,0,0,0,13.5,0.0135
Cooked bean sprouts,0.5,cup,0,0,0.50034,0,0,0,0.50034,0,0,0,0,0,0,0,0,0,29.14,0.1736
Cooked beets,0.5,cup slices,0,0,0.4998,0,0,0,0.4998,0,0,0,0,0,0,0,0,0,37.4,0.0255
Cooked Brussels sprouts,0.5,cup,0,0,0.49988,0,0,0,0.49988,0,0,0,0,0,0,0,0,0,32.55,0.062
Cooked cabbage,0.5,cup,0,0,0.50025,0,0,0,0.50025,0,0,0,0,0,0,0,0,0,16.5,0.0375
Cooked cauliflower,0.5,cup flowerets,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,16.56,0.0432
Cream style corn,0.5,cup,0.04992,0,0.49024,0,0,0.49024,0,0,0,0,0,0,0,0,11.73409,0,92.16,0.0896
Boiled or steamed okra,0.5,cup,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,17.6,0.032
Cooked onions,0.5,cup,0,0,0.4998,0,0,0,0.4998,0,0,0,0,0,0,0,0,0,46.2,0.0315
Blackeye peas,0.5,cup,0,0,0.49995,0,0,0.49995,0,0,0,0,0,0,0,0,0,0,79.2,0.07425
Cooked green peas,0.5,cup,0,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,66.4,0.032
Cooked sweet peppers,0.5,cup,0,0,0.4998,0,0,0,0.4998,0,0,0,0,0,0,0,0,0,19.04,0.0204
Cooked hot peppers,1,pepper,0,0,0.31605,0,0,0,0.31605,0,0,0,0,0,0,0,0,0,18.06,0.0086
Sauerkraut,0.5,cup,0,0,0.49984,0,0,0,0.49984,0,0,0,0,0,0,0,0,0,13.49,0.0284
Cooked snowpeas,0.5,cup,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,33.6,0.032
Zucchini or summer squash,0.5,cup,0,0,0.5004,0,0,0,0.5004,0,0,0,0,0,0,0,0,0,18,0.054
Cooked turnip,0.5,cup pieces,0,0,0.49988,0,0,0,0.49988,0,0,0,0,0,0,0,0,0,17.05,0.00775
Water chestnut,0.5,cup,0,0,0.50007,0,0,0,0.5,0,0,0,0,0,0,0,0,0,39.5,0.0158
Vegemite,1,teaspoon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.48,0
Succotash (lima beans and corn),0.5,cup,0,0,0.50016,0,0,0.50016,0,0,0,0,0,0,0,0,0,0,88.32,0.16224
"Bean salad (green, yellow, kidney beans)",0.5,cup,0,0,0.2565,0,0,0,0.2565,0,0,0,0,0.12825,0.4755,0,2.23086,0,57,0.36
Sauteed green peppers & onions,0.5,cup,0,0,0.49968,0,0,0,0.49968,0,0,0,0,0,0,13.49136,0,0,39.6,0.3024
Cooked mixed vegetables,0.5,cup,0,0,0.5005,0.14287,0,0.25571,0.10192,0,0,0,0,0,0,0,0,0,59.15,0.0273
Stew vegetables,0.5,cup,0,0,0.49995,0.20873,0,0.16748,0.12375,0,0,0,0,0,0,19.19363,0,0,57.75,0.4455
Boiled potatoes,8,ounces raw,0,0,1.17944,0,0,1.17944,0,0,0,0,0,0,0,0,0,0,156.4,0.0552
Roasted potatoes,1,"medium (2 per pound, raw)",0,0,1.0742,0,0,1.0742,0,0,0,0,0,0,0,0,0,0,179.47,0.0655
"Potato chips, regular (all flavors)",1,cup,0,0,0.3528,0,0,0.3528,0,0,0,0,0,0,1.52404,0,0,0,107.2,2.192
"French fries, deep-fried",1,medium fast food order,0,0,0.859,0,0,0.859,0,0,0,0,0,0,0,220.68594,3.02304,0,456.94,5.2528
Home fries,0.5,cup,0,0,0.50052,0,0,0.44426,0.05529,0,0,0,0,0,2.05209,0,0,0,179.45,1.1931
Hash browns,0.5,cup,0,0,0.50025,0,0,0.50025,0,0,0,0,0,0,0,72.9234,0,0,157.325,3.2335
Potato skin with cheese & bacon,1,order (10 halves),0,0,3.444,0,0,3.444,0,0,1.659,1.3398,0,0,0,673.2558,0,0,1667.4,30.87
"Mashed potatoes (with milk, no butter)",0.5,cup,0,0,0.4998,0,0,0.4998,0,0,0.05145,0,0,0,0,2.1924,0,0,85.05,0.1785
Mashed potatoes (with milk and butter),0.5,cup,0,0,0.4998,0,0,0.4998,0,0,0.04935,0,0,0,0,28.7847,0,0,109.2,0.7245
Mashed potatoes (with butter),0.5,cup,0,0,0.4998,0,0,0.4998,0,0,0,0,0,0,0,30.00375,0,0,115.5,0.651
Tator tots,0.5,cup,0,0,0.49984,0,0,0.49984,0,0,0,0,0,0,0,61.15968,0,0,142.08,3.2576
Stuffed baked potato (with sour cream),0.5,medium potato,0,0,0.708,0,0,0.708,0,0,0,0,0,0,0,70.9947,0,0,158.12,4.13
Stuffed baked potato (with cheese),0.5,potato (frozen),0,0,0.959,0,0,0.959,0,0,0.3388,0,0,0,0,65.5578,0,0,194.6,3.374
Potato salad with egg,0.5,cup,0,0,0.50373,0,0,0.41785,0.08589,0,0,0.20748,0,0,1.23005,4.9765,0.53329,0,131.24,1.1966
Potato salad,0.5,cup,0,0,0.5,0,0,0.404,0.09554,0,0,0.01351,0,0,1.3748,0.30398,0.59603,0,129.31,0.97465
Potato pancake (latke),1,large pancake,0.08806,0,0.4958,0,0,0.481,0.01517,0,0,0.12025,0,0,0,30.25305,0,0,69.93,0.8177
Potato pudding,0.5,cup,0,0,0.28728,0,0,0.28728,0,0,0.10944,0.28728,0,0,0,7.91502,0,0,143.64,3.53856
Cream of potato soup,1,cup,0.13888,0,0.36952,0,0,0.3596,0.00992,0,0.54312,0.00248,0,0,0,41.55984,0,0,136.4,2.7032
Plantain soup,1,cup,0.0343,0,0.3675,0,0,0.3675,0,0,0,0,0.0392,0,0,0.91385,0,0,98,0.5586
Plantain (boiled or baked),0.5,medium plantain,0,0,0.62068,0,0,0.62068,0,0,0,0,0,0,0,0,0,0,136.88,0.0826
Fried plantain,0.5,medium plantain,0,0,0.58608,0,0,0.58608,0,0,0,0,0,0,2.82722,0,0,0,249.48,1.7523
Cassava,1,piece,0,0,0.1516,0,0,0.1516,0,0,0,0,0,0,0,0,0,0,32.2,0.014
Cassava bread,1,"piece (6"" across)",0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,299,0.131
Cassava with creole sauce,1,portion,0,0,1.1891,0,0,0.621,0.5681,0,0,0,0,0,6.7896,0,0,0,308.2,1.127
"Taro (cocoyam), boiled",0.5,"cup, pieces",0,0,0.4998,0,0,0.5,0,0,0,0,0,0,0,0,0,0,106,0.038
Caesar salad with dressing,1,cup,0.3186,0,0.62208,0,0.62208,0,0,0.01944,0.13716,0.2862,0,0,2.54808,13.03452,1.26391,0,168.48,2.5812
"Greens, cooked without fat",0.5,cup,0,0,0.50005,0,0.50005,0,0,0,0,0,0,0,0,0,0,0,18.25,0.0365
"Greens, cooked with fat",0.5,cup,0,0,0.49981,0,0.49981,0,0,0,0,0,0,0,0,15.70325,0,0,33.975,0.3624
Raw spinach,1,cup,0,0,0.5001,0,0.5001,0,0,0,0,0,0,0,0,0,0,0,6.9,0.018
Cooked spinach,0.5,cup,0,0,0.4997,0,0.4997,0,0,0,0,0,0,0,0,0,0,0,30.4,0.0855
Creamed spinach,0.5,cup,0.177,0,0.317,0,0.317,0,0,0,0.134,0,0,0,0,37.476,0,0,78,1.18
Raw broccoli,0.5,cup flowerets,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,12.07,0.0142
Cooked broccoli,0.5,cup flowerets,0,0,0.5,0,0.5,0,0,0,0,0,0,0,0,0,0,0,16.975,0.0388
Broccoli with cheese sauce,0.5,cup,0.12882,0,0.4617,0,0.4617,0,0,0,0.4047,0,0,0,0,65.68452,0,0,120.84,3.6252
Broccoli-rice casserole,0.5,cup,0.53124,0,0.26676,0,0.21318,0,0.05358,0,0.37278,0,0,0,0,55.98882,0,0,143.64,2.85
Cream of broccoli soup,1,cup,0.37683,0,0.4029,0,0.4029,0,0,0,0.74892,0,0,0,0,102.89592,0,0,206.19,3.7446
Broccoli cheese soup,1,cup,0.48756,0,0.27485,0,0.27485,0,0,0,0.72178,0,0,0,0,75.13443,0.19424,0,164.91,3.3699
Raw carrots,0.5,cup strips or slices,0,0,0.47641,0.47641,0,0,0,0,0,0,0,0,0,0,0,0,25.01,0.0183
Carrot salad,0.5,cup,0,0,0.364,0.364,0,0,0,0.27038,0,0.0315,0,0,3.19842,0.71663,0.01422,0,208.25,2.23125
Cooked carrots,0.5,cup slices,0,0,0.49998,0.49998,0,0,0,0,0,0,0,0,0,0,0,0,27.3,0.0312
Glazed carrots,0.5,cup,0,0,0.49991,0.49991,0,0,0,0,0,0,0,0,0,50.52663,25.60631,0,100.625,1.0787
Carrot juice,1,cup,0,0,1.00064,1.00064,0,0,0,0,0,0,0,0,0,0,0,0,94.4,0.0708
Peas and carrots,0.5,cup,0,0,0.5,0.2152,0,0.2848,0,0,0,0,0,0,0,0,0,0,38.4,0.064
Baked winter squash,0.5,cup,0,0,0.5002,0.5002,0,0,0,0,0,0,0,0,0,0,0,0,37.925,0.123
Baked sweet potato,1,"medium (5"" long)",0,0,0.57,0.57,0,0,0,0,0,0,0,0,0,0,0,0,101.46,0.0342
Candied sweet potato,0.5,cup,0,0,0.4998,0.4998,0,0,0,0,0,0,0,0,0.00065,29.46762,65.46786,0,146.02,0.6468
Mashed sweet potato,0.5,cup,0,0,0.50018,0.50018,0,0,0,0,0.08275,0,0,0,0,25.49781,0,0,107.445,0.72865
Steak sauce (A-1),1,Tablespoon,0,0,0.04864,0,0,0,0.04864,0.00688,0,0,0,0,0.00021,0,3.07136,0,9.76,0.0064
Cocktail sauce,4,Tablespoons,0,0,0.25,0,0,0,0.25,0.02594,0,0,0,0,0,0,31.31654,0,54.6,0.04778
"Tomato cucumber salad, with oil & vinegar",0.5,cup,0,0,0.5,0,0,0,0.5,0,0,0,0,0,1.73257,0,10.38923,0,92.22,0.99375
Cream of tomato soup,1,cup,0.38688,0,0.93248,0,0,0,0.93248,0,0.50096,0,0,0,0,21.15936,4.15192,0,146.32,1.8352
Tomato soup (made with water),1,cup,0.38552,0,0.92964,0,0,0,0.92964,0,0,0,0,0,0,0,4.16427,0,85.4,0.3416
Raw bean sprouts,0.5,cup,0,0,0.50024,0,0,0,0.50024,0,0,0,0,0,0,0,0,0,15.6,0.026
Nectarine (raw),1,nectarine,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,0,59.84,0.0408
Papaya (raw),0.5,medium,0,0,0,0,0,0,0,1.00016,0,0,0,0,0,0,0,0,59.28,0.0608
Peach (raw),1,medium (4 per lb),0,0,0,0,0,0,0,0.62426,0,0,0,0,0,0,0,0,38.22,0.0196
Peach (canned in light syrup),1,half with liquid,0,0,0,0,0,0,0,0.39004,0,0,0,0,0.00087,0,33.73745,0,52.92,0.00294
Pear (raw),1,medium (2-1/2 per lb),0,0,0,0,0,0,0,1.00596,0,0,0,0,0,0,0,0,96.28,0.0166
Pear (canned in light syrup),1,half with liquid,0,0,0,0,0,0,0,0.30552,0,0,0,0,0.00101,0,20.65428,0,43.32,0.00152
Persimmons (raw),1,persimmon,0,0,0,0,0,0,0,0.9996,0,0,0,0,0,0,0,0,117.6,0.0336
